TS;com.samsung.health.heart_rate.heart_rate
2020-03-27 20:50:29.236;80.0
2020-04-29 12:20:29.306;77.0
2020-05-21 23:50:29.304;73.0
2020-04-29 20:30:43.119;88.0
2020-03-28 02:50:29.227;70.0
2020-04-30 02:50:29.286;86.0
2020-05-22 00:51:00.358;74.0
2020-05-22 01:50:29.260;84.0
2020-04-30 08:40:49.731;71.0
2020-03-28 08:30:29.303;82.0
2020-04-30 16:50:29.289;69.0
2020-05-22 02:50:29.251;73.0
2020-05-22 03:50:29.272;72.0
2020-03-28 17:40:32.314;81.0
2020-04-30 22:30:29.288;75.0
2020-05-28 13:02:25.974;106.0
2020-05-01 04:51:20.402;83.0
2020-05-22 04:50:29.259;82.0
2020-05-28 15:11:41.612;115.0
2020-05-22 05:50:29.222;76.0
2020-05-01 10:30:29.259;79.0
2020-05-28 17:30:29.322;87.0
2020-05-28 18:20:29.349;86.0
2020-05-22 06:20:29.284;83.0
2020-03-28 23:40:29.297;73.0
2020-05-28 19:50:58.551;95.0
2020-05-22 09:10:56.915;121.0
2020-05-28 20:10:49.800;82.0
2020-05-01 17:40:29.315;69.0
2020-05-28 22:40:29.329;77.0
2020-05-22 11:40:29.247;108.0
2020-05-02 00:40:29.284;68.0
2020-05-22 12:12:44.009;92.0
2020-05-02 06:50:29.296;78.0
2020-05-23 10:50:58.133;86.0
2020-05-02 12:11:01.929;65.0
2020-05-23 11:50:36.885;89.0
2020-03-29 04:10:41.303;65.0
2020-05-23 12:50:29.280;91.0
2020-05-02 17:40:29.278;67.0
2020-05-23 17:50:29.247;79.0
2020-03-29 11:32:10.887;88.0
2020-05-23 18:40:29.285;78.0
2020-03-29 18:50:29.304;81.0
2020-05-03 15:40:29.233;71.0
2020-05-23 20:30:29.286;82.0
2020-05-23 21:50:29.394;79.0
2020-03-30 00:40:29.315;65.0
2020-05-23 22:40:58.144;77.0
2020-04-04 09:00:00.000;72.0
2020-05-03 23:50:29.329;78.0
2020-03-30 06:30:29.326;67.0
2020-05-23 23:50:29.324;73.0
2020-04-04 19:30:54.141;81.0
2020-05-24 00:50:29.262;70.0
2020-05-04 05:40:29.311;74.0
2020-05-24 01:50:29.254;67.0
2020-03-30 14:51:15.000;135.0
2020-05-24 02:20:29.231;65.0
2020-04-05 01:40:29.255;68.0
2020-05-24 03:51:52.900;79.0
2020-03-31 07:40:29.285;83.0
2020-04-05 07:00:35.391;69.0
2020-05-04 15:00:29.277;81.0
2020-05-24 04:30:29.277;73.0
2020-03-31 14:50:49.657;72.0
2020-05-24 05:40:49.689;77.0
2020-04-05 19:10:29.220;93.0
2020-05-04 22:30:29.340;80.0
2020-04-01 14:00:29.271;80.0
2020-05-24 06:30:54.733;85.0
2020-04-06 01:30:29.251;67.0
2020-05-24 07:11:01.788;82.0
2020-04-01 22:50:29.271;72.0
2020-04-07 01:50:29.341;71.0
2020-05-24 08:41:01.192;82.0
2020-05-05 04:50:29.261;73.0
2020-04-15 14:50:53.519;89.0
2020-04-07 07:00:55.775;75.0
2020-05-24 09:30:49.696;69.0
2020-05-24 10:50:29.366;73.0
2020-05-05 10:00:32.102;87.0
2020-04-16 12:30:29.294;88.0
2020-04-07 13:50:29.258;78.0
2020-05-24 11:50:29.234;67.0
2020-04-16 18:50:29.033;84.0
2020-05-24 12:41:38.131;71.0
2020-03-24 11:30:59.496;82.0
2020-05-24 14:50:29.371;76.0
2020-06-07 00:50:29.316;73.0
2020-05-24 15:30:29.369;75.0
2020-04-17 00:40:29.250;73.0
2020-04-17 06:50:29.386;72.0
2020-06-07 01:50:29.292;78.0
2020-05-24 16:40:29.339;73.0
2020-04-17 17:10:29.300;78.0
2020-05-24 17:50:29.300;77.0
2020-03-24 17:40:29.262;80.0
2020-06-07 02:00:47.559;74.0
2020-05-24 18:20:29.340;77.0
2020-03-24 23:50:43.827;70.0
2020-04-17 23:50:29.234;68.0
2020-05-24 20:42:56.725;79.0
2020-06-07 03:40:29.333;70.0
2020-05-24 21:20:29.302;76.0
2020-04-18 05:30:29.235;72.0
2020-03-25 05:50:29.306;66.0
2020-05-24 22:50:29.269;72.0
2020-04-18 13:30:29.217;78.0
2020-06-07 04:50:29.261;74.0
2020-05-24 23:40:29.291;66.0
2020-05-25 00:50:29.299;72.0
2020-04-18 21:20:29.305;75.0
2020-03-25 11:00:29.251;74.0
2020-05-25 01:40:29.227;73.0
2020-03-25 18:40:55.194;93.0
2020-04-19 03:30:29.290;68.0
2020-05-25 02:30:34.276;70.0
2020-06-07 05:50:29.310;75.0
2020-05-25 03:50:29.291;67.0
2020-04-19 09:40:53.713;84.0
2020-05-25 04:40:34.865;69.0
2020-03-26 00:50:29.319;72.0
2020-04-18 18:00:00.000;117.0
2020-04-19 17:30:29.312;81.0
2020-04-21 00:10:35.165;73.0
2020-03-26 06:50:29.288;70.0
2020-04-21 06:10:29.280;69.0
2020-05-25 05:40:29.309;67.0
2020-04-21 16:50:29.289;83.0
2020-04-19 00:50:29.320;72.0
2020-04-21 22:50:29.320;100.0
2020-04-22 04:50:29.373;78.0
2020-04-22 10:00:33.556;88.0
2020-04-23 10:50:29.315;85.0
2020-04-23 18:20:58.331;94.0
2020-04-24 02:50:29.279;84.0
2020-04-24 08:50:29.332;81.0
2020-04-24 15:40:51.466;74.0
2020-03-26 12:50:29.317;82.0
2020-04-24 21:51:10.483;77.0
2020-03-26 20:51:01.038;78.0
2020-04-25 03:50:29.322;83.0
2020-03-27 12:50:29.293;80.0
2020-04-19 06:50:29.267;69.0
2020-06-07 06:20:29.286;62.0
2020-03-27 21:50:53.968;77.0
2020-03-28 03:50:29.293;68.0
2020-06-07 07:50:29.342;83.0
2020-04-19 14:40:29.300;85.0
2020-03-28 11:10:45.987;76.0
2020-03-28 18:50:49.593;83.0
2020-06-07 08:50:48.193;90.0
2020-04-25 09:20:29.349;75.0
2020-06-07 10:43:20.891;95.0
2020-03-29 00:50:49.415;69.0
2020-04-20 21:50:29.326;83.0
2020-04-25 18:50:49.723;70.0
2020-03-29 05:40:29.322;71.0
2020-04-26 00:50:29.351;66.0
2020-06-07 12:11:11.163;95.0
2020-04-26 06:30:29.313;73.0
2020-04-21 03:20:29.246;77.0
2020-03-29 12:40:58.720;80.0
2020-06-07 13:50:31.506;76.0
2020-04-26 14:50:29.297;83.0
2020-06-07 14:30:37.222;81.0
2020-04-26 20:50:54.799;84.0
2020-03-29 19:10:29.339;80.0
2020-04-21 10:40:29.317;84.0
2020-04-27 02:40:29.380;75.0
2020-03-30 01:30:29.377;71.0
2020-06-07 15:50:30.318;77.0
2020-04-27 08:50:29.335;68.0
2020-04-27 15:50:29.331;80.0
2020-06-07 16:11:13.835;80.0
2020-05-25 06:40:49.596;76.0
2020-03-30 09:50:29.256;78.0
2020-05-28 23:00:00.000;86.0
2020-04-21 19:30:56.451;101.0
2020-06-07 17:10:29.567;132.0
2020-05-29 00:30:29.276;70.0
2020-05-29 01:50:29.269;71.0
2020-06-07 18:40:29.304;93.0
2020-05-25 07:50:29.345;77.0
2020-04-22 01:50:29.360;76.0
2020-06-07 19:40:49.674;93.0
2020-04-22 07:50:29.249;80.0
2020-06-07 21:10:34.728;81.0
2020-05-29 02:30:49.546;97.0
2020-05-25 08:50:49.591;85.0
2020-06-07 22:40:29.276;75.0
2020-05-29 03:50:29.273;74.0
2020-06-07 23:40:29.308;73.0
2020-04-22 18:20:29.362;88.0
2020-06-08 00:50:29.266;66.0
2020-04-23 13:40:50.052;94.0
2020-03-30 15:50:29.230;73.0
2020-04-28 09:30:44.380;92.0
2020-06-08 01:40:29.262;67.0
2020-04-23 23:31:07.664;68.0
2020-05-25 09:10:54.964;82.0
2020-04-28 16:40:53.442;74.0
2020-03-31 08:10:49.553;90.0
2020-06-08 02:02:10.410;81.0
2020-04-24 05:50:29.275;72.0
2020-04-24 12:50:29.328;71.0
2020-04-29 00:50:29.237;80.0
2020-06-10 08:20:29.362;84.0
2020-05-25 10:20:29.269;80.0
2020-04-24 18:40:46.612;79.0
2020-03-31 15:50:29.253;74.0
2020-04-25 00:50:29.254;74.0
2020-06-10 11:11:01.584;107.0
2020-04-29 06:40:29.349;81.0
2020-06-10 12:50:41.519;86.0
2020-04-01 17:50:33.444;81.0
2020-05-29 04:40:29.254;80.0
2020-05-25 14:00:29.269;78.0
2020-04-29 15:10:29.312;81.0
2020-06-10 14:50:29.262;79.0
2020-04-01 23:50:29.271;65.0
2020-05-25 15:10:29.334;80.0
2020-04-25 06:50:29.264;74.0
2020-06-10 15:00:29.269;76.0
2020-04-15 15:10:29.316;87.0
2020-06-10 16:50:29.266;81.0
2020-05-25 17:22:09.628;70.0
2020-05-29 05:32:10.133;75.0
2020-04-16 13:30:58.571;83.0
2020-06-10 17:50:29.256;83.0
2020-05-25 18:40:52.117;83.0
2020-04-16 19:50:29.308;90.0
2020-04-29 22:40:29.257;81.0
2020-05-29 06:50:29.354;73.0
2020-04-30 04:20:29.337;75.0
2020-04-17 01:40:29.256;69.0
2020-04-30 10:31:02.866;70.0
2020-05-25 19:50:29.312;80.0
2020-05-29 07:30:29.256;78.0
2020-04-30 18:20:32.712;74.0
2020-05-25 20:30:29.350;80.0
2020-05-01 00:30:29.340;67.0
2020-05-25 21:20:29.307;76.0
2020-05-29 08:12:11.671;78.0
2020-05-01 06:51:04.633;66.0
2020-04-17 07:20:29.288;81.0
2020-05-01 12:30:29.248;75.0
2020-04-17 18:30:35.067;83.0
2020-05-01 20:11:38.709;109.0
2020-05-29 10:00:29.287;72.0
2020-05-02 02:51:05.254;85.0
2020-04-18 00:40:29.302;70.0
2020-05-02 08:50:29.343;82.0
2020-05-29 11:10:29.377;83.0
2020-04-18 06:40:29.276;77.0
2020-05-02 14:50:29.311;68.0
2020-04-18 15:10:29.275;88.0
2020-05-03 11:30:31.037;89.0
2020-04-18 22:40:29.219;74.0
2020-05-03 18:30:59.581;76.0
2020-06-03 02:50:36.040;81.0
2020-04-19 04:50:29.252;67.0
2020-05-04 01:10:29.308;71.0
2020-04-19 11:50:54.744;106.0
2020-05-04 07:30:50.871;75.0
2020-04-20 18:10:49.774;83.0
2020-05-04 17:40:49.660;75.0
2020-04-21 01:50:29.288;67.0
2020-05-05 00:50:29.272;77.0
2020-04-21 07:50:53.293;81.0
2020-06-03 03:50:58.520;77.0
2020-05-05 06:50:29.275;73.0
2020-04-21 17:30:29.224;88.0
2020-04-25 13:43:17.055;78.0
2020-06-14 01:50:29.283;65.0
2020-04-21 23:50:29.317;88.0
2020-04-25 22:50:29.281;86.0
2020-06-14 02:40:29.288;76.0
2020-04-22 05:50:32.510;80.0
2020-06-03 04:50:29.297;72.0
2020-06-14 03:50:29.218;74.0
2020-04-22 16:50:49.639;91.0
2020-04-26 03:50:29.251;78.0
2020-06-14 04:50:29.320;69.0
2020-04-23 11:11:09.737;93.0
2020-04-26 09:50:29.336;77.0
2020-06-14 05:40:29.269;68.0
2020-04-23 21:30:29.350;82.0
2020-06-03 05:50:29.285;69.0
2020-04-24 03:50:29.319;77.0
2020-04-26 17:40:29.270;75.0
2020-06-14 06:20:29.303;69.0
2020-04-24 10:50:29.313;68.0
2020-06-14 07:10:29.259;79.0
2020-04-26 23:50:29.258;69.0
2020-06-03 06:30:57.306;71.0
2020-04-24 16:52:07.663;91.0
2020-06-14 10:41:08.587;82.0
2020-04-27 05:30:29.296;67.0
2020-04-24 22:50:29.245;74.0
2020-06-14 12:41:04.732;100.0
2020-04-25 04:41:07.001;79.0
2020-04-27 12:20:29.272;74.0
2020-06-14 13:30:49.600;86.0
2020-06-03 07:00:55.764;89.0
2020-06-14 15:50:31.892;64.0
2020-06-14 19:10:29.344;82.0
2020-06-03 08:50:29.346;86.0
2020-04-27 18:40:29.341;82.0
2020-06-14 20:20:29.240;79.0
2020-06-14 22:50:39.999;70.0
2020-06-03 09:00:29.298;85.0
2020-06-14 23:50:29.273;77.0
2020-04-25 10:40:46.594;109.0
2020-04-28 13:30:54.698;83.0
2020-06-15 00:50:29.308;66.0
2020-04-25 20:50:37.599;109.0
2020-06-15 01:40:53.677;66.0
2020-04-26 01:40:29.271;72.0
2020-04-28 21:50:29.275;80.0
2020-06-03 10:41:23.657;91.0
2020-06-15 02:40:37.229;80.0
2020-04-26 07:40:29.320;70.0
2020-06-15 03:50:29.274;70.0
2020-04-26 15:10:46.319;70.0
2020-04-29 03:50:29.274;74.0
2020-06-03 11:21:07.651;91.0
2020-06-15 04:50:29.241;79.0
2020-04-26 21:50:29.294;85.0
2020-06-15 05:40:29.212;73.0
2020-04-27 03:50:29.274;78.0
2020-06-03 12:53:16.261;92.0
2020-06-15 06:50:29.272;76.0
2020-04-27 09:40:29.281;74.0
2020-04-27 16:01:57.150;95.0
2020-06-15 07:20:29.330;83.0
2020-06-03 13:50:53.742;80.0
2020-04-29 09:20:29.282;81.0
2020-04-28 11:50:29.331;78.0
2020-06-15 08:50:29.301;77.0
2020-04-28 17:50:29.309;73.0
2020-06-15 10:09:53.636;98.0
2020-06-03 15:50:29.330;89.0
2020-04-29 19:30:29.349;90.0
2020-06-15 10:30:29.242;85.0
2020-04-29 01:32:51.607;68.0
2020-04-29 07:50:29.311;70.0
2020-06-15 11:20:29.338;87.0
2020-06-03 16:50:29.289;83.0
2020-06-15 13:41:27.453;103.0
2020-04-29 16:50:29.261;79.0
2020-04-29 23:40:29.299;73.0
2020-06-15 15:50:38.857;89.0
2020-04-30 05:50:29.317;75.0
2020-06-15 16:40:29.247;82.0
2020-04-30 11:30:31.838;84.0
2020-06-15 17:40:41.044;95.0
2020-04-30 19:40:31.073;86.0
2020-06-15 18:50:53.775;77.0
2020-05-01 01:50:49.760;68.0
2020-06-15 19:10:29.309;82.0
2020-05-01 07:30:29.323;69.0
2020-06-15 20:40:49.852;89.0
2020-05-01 13:40:58.587;77.0
2020-06-15 21:50:29.327;79.0
2020-05-01 21:50:59.484;80.0
2020-06-15 22:50:29.294;73.0
2020-06-15 23:30:29.317;71.0
2020-05-02 03:50:29.256;79.0
2020-06-16 00:40:29.250;66.0
2020-05-02 09:30:29.323;81.0
2020-04-30 01:10:29.306;69.0
2020-06-16 01:50:29.244;67.0
2020-05-02 17:45:05.098;67.0
2020-06-16 02:50:29.289;75.0
2020-05-03 12:40:35.024;88.0
2020-06-16 03:30:29.257;68.0
2020-05-03 20:10:29.271;86.0
2020-04-30 07:30:29.301;68.0
2020-06-17 11:20:29.324;85.0
2020-05-04 02:50:29.378;77.0
2020-06-17 12:20:29.302;82.0
2020-05-04 08:50:29.263;75.0
2020-06-17 13:20:29.268;84.0
2020-05-04 18:00:29.399;70.0
2020-04-30 15:31:12.191;72.0
2020-06-17 16:30:29.276;81.0
2020-05-05 01:31:50.711;87.0
2020-06-17 18:40:29.217;86.0
2020-05-05 07:40:29.352;67.0
2020-06-17 19:50:29.312;81.0
2020-04-30 21:50:29.303;89.0
2020-07-03 22:50:29.265;78.0
2020-06-17 20:10:53.001;73.0
2020-07-03 23:50:29.229;75.0
2020-06-17 21:30:45.795;78.0
2020-07-04 00:50:29.318;67.0
2020-05-01 03:50:29.233;81.0
2020-06-17 22:40:29.282;81.0
2020-07-04 01:40:29.235;68.0
2020-06-17 23:50:29.273;70.0
2020-07-04 02:40:29.345;70.0
2020-06-18 00:50:29.333;71.0
2020-07-04 03:50:29.239;82.0
2020-05-01 09:30:29.298;80.0
2020-06-18 01:50:29.273;75.0
2020-07-04 04:40:29.236;80.0
2020-07-04 05:50:29.242;77.0
2020-06-18 02:40:46.149;72.0
2020-05-01 16:40:29.301;71.0
2020-07-04 06:50:29.260;78.0
2020-06-18 03:40:46.677;70.0
2020-07-04 07:10:29.284;71.0
2020-06-18 04:50:51.441;64.0
2020-07-04 11:30:29.327;90.0
2020-06-18 05:50:29.248;76.0
2020-05-01 23:50:29.338;71.0
2020-07-04 13:40:29.249;81.0
2020-06-18 06:00:29.271;67.0
2020-07-04 17:50:29.274;81.0
2020-06-18 07:01:04.409;76.0
2020-07-04 18:20:29.314;80.0
2020-05-02 05:41:07.398;73.0
2020-06-18 08:21:01.679;72.0
2020-07-04 20:30:29.224;91.0
2020-06-18 09:30:29.306;78.0
2020-07-04 21:00:51.302;82.0
2020-06-18 11:20:41.862;86.0
2020-07-04 22:40:29.298;72.0
2020-06-18 14:50:29.322;81.0
2020-07-04 23:10:29.300;70.0
2020-06-18 15:50:43.683;85.0
2020-07-05 00:50:29.302;71.0
2020-07-05 01:40:29.273;70.0
2020-07-05 02:50:52.643;73.0
2020-07-05 03:40:29.310;73.0
2020-07-05 04:50:29.303;67.0
2020-07-05 05:50:29.262;65.0
2020-07-05 06:30:29.301;62.0
2020-06-18 16:50:47.313;83.0
2020-07-05 07:30:29.308;63.0
2020-06-18 17:30:29.328;95.0
2020-07-05 08:40:49.678;76.0
2020-06-18 18:50:29.250;85.0
2020-07-05 11:50:29.263;84.0
2020-06-18 19:10:29.334;88.0
2020-07-05 14:50:58.452;92.0
2020-06-18 20:10:29.295;84.0
2020-07-05 15:40:29.275;91.0
2020-06-18 22:50:59.994;71.0
2020-07-05 18:40:49.299;86.0
2020-06-18 23:50:29.244;61.0
2020-07-05 19:02:18.617;100.0
2020-06-19 00:40:29.319;68.0
2020-07-05 20:30:29.249;88.0
2020-06-19 01:50:29.289;67.0
2020-07-05 21:52:45.719;77.0
2020-06-19 02:31:46.257;81.0
2020-07-05 22:40:29.294;77.0
2020-06-19 03:50:29.316;65.0
2020-07-05 23:50:47.132;75.0
2020-06-19 04:50:29.288;73.0
2020-07-06 18:00:29.317;80.0
2020-05-25 22:00:00.000;78.0
2020-06-19 05:50:29.368;61.0
2020-07-06 20:51:30.082;79.0
2020-06-19 06:50:29.312;70.0
2020-07-06 21:10:52.860;79.0
2020-06-19 07:00:29.291;71.0
2020-07-06 22:00:29.276;72.0
2020-05-25 23:50:29.281;67.0
2020-06-19 09:20:29.290;84.0
2020-07-06 23:40:29.275;69.0
2020-06-19 10:31:37.227;106.0
2020-07-07 00:50:29.243;68.0
2020-06-19 11:50:40.804;85.0
2020-05-26 00:30:29.250;69.0
2020-07-07 01:50:29.298;74.0
2020-06-19 12:20:54.073;92.0
2020-07-07 02:51:01.148;74.0
2020-06-19 13:10:29.294;88.0
2020-05-26 01:50:29.288;64.0
2020-07-07 03:50:29.308;70.0
2020-06-19 14:10:41.120;80.0
2020-07-07 04:50:29.284;69.0
2020-06-19 15:50:37.800;140.0
2020-05-26 02:30:29.312;68.0
2020-06-19 16:30:33.757;92.0
2020-07-07 05:50:29.213;71.0
2020-06-19 17:50:32.556;93.0
2020-07-07 06:30:29.296;68.0
2020-05-26 03:50:29.328;68.0
2020-06-19 18:00:49.642;82.0
2020-07-07 07:00:29.317;83.0
2020-06-19 19:32:21.550;88.0
2020-07-07 08:40:51.915;89.0
2020-05-26 04:50:59.572;67.0
2020-06-19 20:20:29.265;79.0
2020-07-07 09:30:29.252;78.0
2020-06-19 21:10:58.046;61.0
2020-07-07 10:51:52.687;86.0
2020-07-07 14:40:54.630;79.0
2020-06-19 22:30:29.289;75.0
2020-05-26 05:50:29.274;70.0
2020-06-19 23:50:29.311;70.0
2020-07-07 21:00:29.301;75.0
2020-06-20 00:10:29.247;68.0
2020-07-07 22:50:29.230;72.0
2020-06-20 01:50:29.311;68.0
2020-05-26 06:40:29.318;71.0
2020-07-07 23:20:29.249;72.0
2020-07-10 15:40:37.298;86.0
2020-07-08 03:30:29.277;65.0
2020-07-10 16:50:29.304;78.0
2020-07-08 04:50:29.262;70.0
2020-07-10 17:10:29.223;84.0
2020-07-08 05:50:29.293;68.0
2020-05-26 07:20:29.323;85.0
2020-07-10 18:41:39.096;81.0
2020-07-08 06:20:29.231;67.0
2020-07-10 19:20:53.616;91.0
2020-07-08 07:40:29.336;77.0
2020-05-26 08:50:29.319;86.0
2020-07-10 20:40:29.309;85.0
2020-07-08 10:41:12.912;102.0
2020-07-08 12:12:11.560;104.0
2020-07-10 21:10:29.301;90.0
2020-07-08 13:00:29.264;101.0
2020-07-10 22:50:29.285;72.0
2020-05-26 09:00:51.873;78.0
2020-07-10 23:40:29.236;65.0
2020-07-11 00:50:29.273;69.0
2020-07-11 01:50:29.293;66.0
2020-05-27 06:50:29.332;78.0
2020-07-11 02:50:29.288;73.0
2020-07-11 03:50:29.230;67.0
2020-07-11 04:50:58.549;70.0
2020-07-08 15:50:59.129;87.0
2020-05-27 07:50:29.357;77.0
2020-07-11 05:50:29.240;66.0
2020-07-08 16:50:29.265;84.0
2020-07-11 06:50:29.292;68.0
2020-07-08 17:30:29.299;86.0
2020-07-11 10:01:26.948;83.0
2020-07-08 20:20:29.247;84.0
2020-07-11 11:10:29.258;81.0
2020-05-27 08:50:29.340;91.0
2020-07-08 21:00:29.294;84.0
2020-07-11 12:10:29.266;84.0
2020-07-08 22:40:29.347;77.0
2020-07-11 14:41:43.945;117.0
2020-07-08 23:40:29.275;73.0
2020-07-11 17:40:29.257;80.0
2020-05-27 11:10:29.326;82.0
2020-07-09 00:40:29.281;71.0
2020-07-11 18:40:29.317;82.0
2020-07-09 01:50:29.271;70.0
2020-07-11 19:01:20.050;78.0
2020-07-09 02:40:30.261;84.0
2020-05-27 13:10:29.365;87.0
2020-07-11 20:50:29.345;79.0
2020-07-09 03:50:29.230;71.0
2020-07-11 21:52:35.389;75.0
2020-07-09 04:50:29.234;78.0
2020-07-11 22:30:29.278;70.0
2020-07-09 05:52:32.229;71.0
2020-07-11 23:50:29.251;68.0
2020-07-09 06:40:58.314;69.0
2020-07-12 00:30:29.252;68.0
2020-07-09 07:40:29.295;70.0
2020-07-12 01:50:29.299;67.0
2020-07-09 10:20:29.265;88.0
2020-07-12 02:50:51.124;68.0
2020-07-09 11:11:15.379;103.0
2020-07-12 03:50:29.284;69.0
2020-07-09 12:50:29.279;88.0
2020-07-12 04:51:03.153;65.0
2020-07-09 13:30:29.316;78.0
2020-07-12 05:50:29.219;64.0
2020-07-09 14:50:29.276;75.0
2020-07-12 06:40:29.246;66.0
2020-07-09 15:51:00.509;78.0
2020-07-12 07:50:29.258;78.0
2020-07-09 16:50:29.253;79.0
2020-07-12 08:50:29.286;73.0
2020-07-09 17:20:29.342;83.0
2020-07-12 10:30:49.699;81.0
2020-07-09 19:20:57.478;82.0
2020-07-12 13:40:29.279;83.0
2020-07-09 20:41:01.302;76.0
2020-07-12 14:40:50.712;87.0
2020-07-09 21:10:29.300;69.0
2020-07-12 16:50:47.608;98.0
2020-07-10 08:10:47.613;85.0
2020-07-12 17:40:29.272;83.0
2020-06-10 18:00:00.000;121.0
2020-07-12 20:50:29.263;85.0
2020-07-13 09:32:47.905;92.0
2020-07-13 10:50:29.300;86.0
2020-06-10 19:30:29.254;90.0
2020-07-13 11:40:47.601;85.0
2020-06-10 20:20:29.313;80.0
2020-07-13 12:02:45.198;109.0
2020-07-13 13:20:29.349;85.0
2020-06-10 21:51:37.199;60.0
2020-07-13 15:01:12.176;103.0
2020-07-13 17:51:02.317;90.0
2020-07-13 18:30:29.331;82.0
2020-06-10 22:40:29.293;74.0
2020-07-13 19:51:51.975;105.0
2020-06-10 23:30:29.299;72.0
2020-07-13 20:50:29.328;73.0
2020-07-13 21:50:29.290;75.0
2020-06-11 00:51:26.401;68.0
2020-07-13 22:50:29.261;60.0
2020-07-13 23:40:29.257;70.0
2020-06-11 01:30:29.217;68.0
2020-07-14 00:40:29.325;70.0
2020-07-14 01:30:29.226;68.0
2020-06-11 03:50:29.380;73.0
2020-06-03 18:00:00.000;120.0
2020-07-14 02:50:49.706;71.0
2020-06-11 04:50:29.390;71.0
2020-07-14 03:50:29.314;65.0
2020-06-03 19:51:22.565;85.0
2020-07-14 04:50:29.302;71.0
2020-06-11 05:50:29.271;69.0
2020-07-14 05:50:54.544;68.0
2020-06-03 20:10:29.254;92.0
2020-06-11 06:50:29.270;71.0
2020-07-14 06:50:29.283;64.0
2020-06-04 07:20:29.310;77.0
2020-06-04 08:50:57.559;84.0
2020-07-14 09:20:29.315;75.0
2020-06-11 07:03:11.225;91.0
2020-06-04 09:00:29.324;83.0
2020-07-14 10:32:26.921;95.0
2020-06-04 10:40:29.291;84.0
2020-06-11 11:20:54.751;108.0
2020-06-04 13:51:56.702;92.0
2020-06-04 15:51:16.450;88.0
2020-06-11 12:30:29.255;89.0
2020-06-04 16:10:29.303;79.0
2020-06-04 17:30:29.283;86.0
2020-06-04 18:50:29.269;85.0
2020-07-14 11:30:29.277;82.0
2020-06-04 19:50:29.257;78.0
2020-06-11 14:10:29.271;84.0
2020-07-14 12:20:29.279;85.0
2020-06-04 20:50:53.964;85.0
2020-07-14 13:00:53.419;86.0
2020-06-11 15:42:39.483;89.0
2020-06-04 21:50:29.315;70.0
2020-07-14 14:40:29.391;86.0
2020-06-04 22:30:29.264;75.0
2020-07-14 15:30:29.227;80.0
2020-06-04 23:50:29.314;72.0
2020-06-11 16:40:29.302;83.0
2020-07-14 17:10:47.430;86.0
2020-06-05 00:40:29.305;59.0
2020-07-14 19:21:33.796;80.0
2020-06-11 18:50:29.313;80.0
2020-06-05 01:51:08.827;71.0
2020-07-14 20:11:09.152;95.0
2020-06-05 02:40:29.290;77.0
2020-07-14 21:51:29.757;75.0
2020-06-11 19:10:29.296;87.0
2020-06-05 03:50:29.254;72.0
2020-07-14 22:30:29.319;72.0
2020-07-14 23:50:29.358;72.0
2020-06-11 20:20:29.315;76.0
2020-07-15 00:50:29.290;71.0
2020-06-11 21:10:55.208;93.0
2020-07-15 01:50:29.232;68.0
2020-07-15 02:10:29.318;64.0
2020-06-11 22:40:29.312;69.0
2020-07-15 03:10:50.469;73.0
2020-07-15 07:50:29.326;87.0
2020-06-11 23:50:29.289;70.0
2020-07-15 08:10:59.545;77.0
2020-06-12 00:50:29.248;67.0
2020-07-15 10:20:29.331;79.0
2020-06-05 04:50:29.311;83.0
2020-06-12 01:40:29.294;69.0
2020-07-15 11:40:37.791;101.0
2020-07-15 13:10:29.301;77.0
2020-06-12 02:40:29.309;79.0
2020-07-15 14:30:54.480;85.0
2020-07-15 15:20:49.016;90.0
2020-06-12 03:50:29.305;79.0
2020-07-15 16:40:29.300;82.0
2020-07-15 17:10:29.290;90.0
2020-06-12 04:50:29.301;63.0
2020-07-15 18:31:17.986;76.0
2020-07-15 19:30:49.685;94.0
2020-07-15 20:50:52.854;86.0
2020-06-12 05:50:29.314;66.0
2020-07-15 21:50:29.324;86.0
2020-06-05 05:40:29.271;72.0
2020-06-12 06:00:41.450;88.0
2020-07-15 22:50:32.079;83.0
2020-07-15 23:40:29.327;80.0
2020-07-16 00:50:29.253;73.0
2020-07-16 01:50:29.299;76.0
2020-07-22 09:40:29.266;78.0
2020-06-05 06:40:29.255;78.0
2020-07-22 10:52:25.626;86.0
2020-07-22 11:30:33.014;82.0
2020-07-22 12:50:49.693;74.0
2020-07-22 15:10:40.477;104.0
2020-07-22 17:33:22.551;98.0
2020-06-05 07:52:23.770;113.0
2020-07-22 18:10:29.323;81.0
2020-07-22 19:50:29.244;82.0
2020-07-22 22:50:29.273;76.0
2020-07-22 23:50:29.225;68.0
2020-07-10 10:00:00.000;97.0
2020-06-05 09:51:39.270;91.0
2020-07-23 00:50:44.370;75.0
2020-07-10 11:50:29.294;86.0
2020-06-05 10:40:29.321;87.0
2020-07-23 01:50:29.253;77.0
2020-07-23 02:10:29.274;73.0
2020-07-23 03:50:29.242;73.0
2020-07-10 12:42:00.964;103.0
2020-07-23 04:50:29.250;73.0
2020-07-23 05:30:47.708;69.0
2020-07-10 13:50:43.500;89.0
2020-07-23 06:30:29.357;70.0
2020-07-23 07:50:29.348;78.0
2020-07-10 14:30:29.298;82.0
2020-07-23 08:10:29.288;80.0
2020-05-27 14:00:00.000;97.0
2020-07-23 10:51:40.608;99.0
